%time,field.transforms0.header.seq,field.transforms0.header.stamp,field.transforms0.header.frame_id,field.transforms0.child_frame_id,field.transforms0.transform.translation.x,field.transforms0.transform.translation.y,field.transforms0.transform.translation.z,field.transforms0.transform.rotation.x,field.transforms0.transform.rotation.y,field.transforms0.transform.rotation.z,field.transforms0.transform.rotation.w
1509044730152537922,0,1509044730162438268,base_link,velodyne,1.9,0.0,1.6,0.0,0.0,0.0,1.0
1509044730157788739,0,1509044730167682649,velodyne,camera,0.710706008953,-0.0233497393934,-0.318154357045,-0.466762758929,0.456634726636,-0.532385867558,0.538685939423
1509044730158961270,0,1509044730168878029,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1509044730162643939,0,1509044730172509315,base_link,velodyne,1.9,0.0,1.6,0.0,0.0,0.0,1.0
1509044730169217155,0,1509044730178945046,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1509044730170524802,0,1509044730179797678,velodyne,camera,0.710706008953,-0.0233497393934,-0.318154357045,-0.466762758929,0.456634726636,-0.532385867558,0.538685939423
1509044730172681884,0,1509044730182581186,base_link,velodyne,1.9,0.0,1.6,0.0,0.0,0.0,1.0
1509044730173849289,0,1509044730162840000,/map,/base_link,-5.07934951782,15.0031642914,-0.0738496780396,-0.0384625385021,0.055856786098,0.0433200797948,0.996756752305
1509044730179163296,0,1509044730189014314,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1509044730179947977,0,1509044730189865144,velodyne,camera,0.710706008953,-0.0233497393934,-0.318154357045,-0.466762758929,0.456634726636,-0.532385867558,0.538685939423
1509044730182745388,0,1509044730192649702,base_link,velodyne,1.9,0.0,1.6,0.0,0.0,0.0,1.0
1509044730189218005,0,1509044730199084326,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1509044730190002418,0,1509044730199930168,velodyne,camera,0.710706008953,-0.0233497393934,-0.318154357045,-0.466762758929,0.456634726636,-0.532385867558,0.538685939423
1509044730192814220,0,1509044730202719441,base_link,velodyne,1.9,0.0,1.6,0.0,0.0,0.0,1.0
1509044730199283198,0,1509044730209154544,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1509044730200064882,0,1509044730209995777,velodyne,camera,0.710706008953,-0.0233497393934,-0.318154357045,-0.466762758929,0.456634726636,-0.532385867558,0.538685939423
1509044730202979100,0,1509044730212786214,base_link,velodyne,1.9,0.0,1.6,0.0,0.0,0.0,1.0
1509044730209452395,0,1509044730219224926,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1509044730210197857,0,1509044730220063139,velodyne,camera,0.710706008953,-0.0233497393934,-0.318154357045,-0.466762758929,0.456634726636,-0.532385867558,0.538685939423
1509044730213000624,0,1509044730222856064,base_link,velodyne,1.9,0.0,1.6,0.0,0.0,0.0,1.0
1509044730219501630,0,1509044730229298525,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1509044730220335854,0,1509044730230132943,velodyne,camera,0.710706008953,-0.0233497393934,-0.318154357045,-0.466762758929,0.456634726636,-0.532385867558,0.538685939423
1509044730223141144,0,1509044730232926326,base_link,velodyne,1.9,0.0,1.6,0.0,0.0,0.0,1.0
1509044730229520507,0,1509044730239371442,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1509044730230383455,0,1509044730240202338,velodyne,camera,0.710706008953,-0.0233497393934,-0.318154357045,-0.466762758929,0.456634726636,-0.532385867558,0.538685939423
1509044730233415989,0,1509044730243245273,base_link,velodyne,1.9,0.0,1.6,0.0,0.0,0.0,1.0
1509044730239585610,0,1509044730249441781,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1509044730240344579,0,1509044730250272192,velodyne,camera,0.710706008953,-0.0233497393934,-0.318154357045,-0.466762758929,0.456634726636,-0.532385867558,0.538685939423
1509044730243420748,0,1509044730253313997,base_link,velodyne,1.9,0.0,1.6,0.0,0.0,0.0,1.0
1509044730249667396,0,1509044730259531722,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1509044730250438885,0,1509044730260338463,velodyne,camera,0.710706008953,-0.0233497393934,-0.318154357045,-0.466762758929,0.456634726636,-0.532385867558,0.538685939423
1509044730253490974,0,1509044730263408338,base_link,velodyne,1.9,0.0,1.6,0.0,0.0,0.0,1.0
1509044730259696950,0,1509044730269598206,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1509044730260481966,0,1509044730270404746,velodyne,camera,0.710706008953,-0.0233497393934,-0.318154357045,-0.466762758929,0.456634726636,-0.532385867558,0.538685939423
