%time,field.groups0.name,field.groups0.type,field.groups0.parameters0.name,field.groups0.parameters0.type,field.groups0.parameters0.level,field.groups0.parameters0.description,field.groups0.parameters0.edit_method,field.groups0.parameters1.name,field.groups0.parameters1.type,field.groups0.parameters1.level,field.groups0.parameters1.description,field.groups0.parameters1.edit_method,field.groups0.parameters2.name,field.groups0.parameters2.type,field.groups0.parameters2.level,field.groups0.parameters2.description,field.groups0.parameters2.edit_method,field.groups0.parameters3.name,field.groups0.parameters3.type,field.groups0.parameters3.level,field.groups0.parameters3.description,field.groups0.parameters3.edit_method,field.groups0.parent,field.groups0.id,field.max.doubles0.name,field.max.doubles0.value,field.max.doubles1.name,field.max.doubles1.value,field.max.doubles2.name,field.max.doubles2.value,field.max.doubles3.name,field.max.doubles3.value,field.max.groups0.name,field.max.groups0.state,field.max.groups0.id,field.max.groups0.parent,field.min.doubles0.name,field.min.doubles0.value,field.min.doubles1.name,field.min.doubles1.value,field.min.doubles2.name,field.min.doubles2.value,field.min.doubles3.name,field.min.doubles3.value,field.min.groups0.name,field.min.groups0.state,field.min.groups0.id,field.min.groups0.parent,field.dflt.doubles0.name,field.dflt.doubles0.value,field.dflt.doubles1.name,field.dflt.doubles1.value,field.dflt.doubles2.name,field.dflt.doubles2.value,field.dflt.doubles3.name,field.dflt.doubles3.value,field.dflt.groups0.name,field.dflt.groups0.state,field.dflt.groups0.id,field.dflt.groups0.parent
1509044729561559261,Default,,min_range,double,0,min range to publish,,max_range,double,0,max range to publish,,view_direction,double,0,angle defining the center of view,,view_width,double,0,angle defining the view width,,0,0,min_range,10.0,max_range,200.0,view_direction,3.14159265359,view_width,6.28318530718,Default,1,0,0,min_range,0.1,max_range,0.1,view_direction,-3.14159265359,view_width,0.0,Default,1,0,0,min_range,0.9,max_range,130.0,view_direction,0.0,view_width,6.28318530718,Default,1,0,0
