%time,field.data
1509044729651892936,0.223549500108
1509044729755278247,0.549102246761
1509044729861866937,0.30375868082
1509044729970452379,0.431159734726
1509044730070328929,0.346029758453
1509044730173703194,0.472260564566
1509044730276180395,0.500065684319
1509044730382085160,0.586243450642
1509044730489060387,1.01062941551
1509044730591163021,1.02923059464
1509044730698464000,0.834733843803
1509044730802564284,0.331885159016
1509044730905146374,0.634474396706
1509044731009728400,0.740348696709
1509044731115589338,0.357331544161
1509044731219355568,0.356344938278
1509044731327689216,0.384587198496
1509044731428564224,0.498478055
1509044731533994936,0.350079208612
1509044731643456174,0.369525671005
1509044731745749521,0.972725450993
1509044731852071183,0.98565530777
1509044731955349691,0.979973733425
1509044732060988838,1.62709009647
1509044732166960930,2.77236104012
1509044732269288156,4.4994969368
1509044732372458734,5.04540967941
1509044732479657335,6.79936695099
1509044732584171246,7.6571393013
1509044732687092850,7.90268659592
1509044732793635613,9.60431194305
1509044732898464027,10.7386817932
1509044733006223981,11.9189348221
1509044733106831450,11.9559774399
1509044733211482265,11.5524120331
1509044733317140993,10.9797468185
1509044733426805491,11.1309204102
1509044733530939953,12.5812902451
1509044733633027167,10.3009281158
1509044733738423005,11.3916368484
1509044733840442745,11.6559038162
1509044733948359629,12.3993167877
1509044734055513215,12.7232379913
1509044734156148617,11.4276771545
1509044734262557775,10.1188344955
1509044734366442891,11.8221654892
1509044734469916606,11.0470457077
1509044734575701120,10.420586586
1509044734682245432,9.99882316589
1509044734789039181,9.74889659882
1509044734891826071,8.19591617584
1509044734998792531,8.5397977829
1509044735100421510,9.13968276978
1509044735209468944,8.82347106934
1509044735316217449,6.67319822311
1509044735415049448,6.62311410904
1509044735522702464,4.76151275635
1509044735623429087,4.22135162354
1509044735728178619,3.97545433044
1509044735834307951,3.39254784584
1509044735943317771,2.16614723206
1509044736043307280,2.4171667099
1509044736148112531,2.26206588745
1509044736254207378,1.90797317028
1509044736357203972,1.04452526569
1509044736462407367,1.13473892212
1509044736569507956,1.50790345669
1509044736672923980,1.58311057091
1509044736778210833,0.711462914944
1509044736882849028,0.689692139626
1509044736987841104,1.70883226395
1509044737092339321,2.42008304596
1509044737202848965,4.63371181488
1509044737304411292,6.13108587265
1509044737406690861,7.05610942841
1509044737513593876,8.87180709839
1509044737615424423,9.27499008179
1509044737720340570,9.88672733307
1509044737828523613,13.3621826172
1509044737930594330,13.221570015
1509044738034871783,14.0721111298
1509044738139884025,13.8710889816
1509044738246611363,14.9867925644
1509044738349436303,15.6065301895
1509044738459100404,13.946349144
1509044738561087035,14.5220975876
1509044738667622934,14.1073713303
1509044738769478799,14.0679292679
1509044738875938987,15.0567913055
1509044738983585792,12.7729110718
1509044739084070078,13.4071235657
1509044739189206195,13.4046373367
1509044739294328391,13.138543129
1509044739401359545,13.0900506973
1509044739505151599,14.0047607422
1509044739609497857,14.1552171707
1509044739718942900,12.2890787125
1509044739820191701,12.4431562424
1509044739923245240,12.886095047
1509044740029852621,11.713549614
1509044740132431833,12.2010688782
1509044740239262292,9.40939235687
1509044740346189421,12.8683872223
1509044740448256527,12.6656541824
1509044740553971123,11.3196296692
1509044740658840173,11.6919107437
1509044740765595107,10.1666345596
1509044740868702759,12.884768486
1509044740972793181,12.2588968277
1509044741077886132,10.6926555634
1509044741182270737,9.97617721558
1509044741285985089,10.545214653
1509044741392561456,10.9515171051
1509044741496191053,11.1572904587
1509044741606521007,10.314997673
1509044741706881277,9.07757377625
1509044741810253589,8.99499034882
1509044741917334247,10.0770292282
1509044742019307085,9.69277572632
1509044742124776542,9.46806812286
