%time,field.data
1509044729651799811,0.0620970837772
1509044729755107770,0.152528390288
1509044729861721951,0.0843774154782
1509044729970383395,0.119766592979
1509044730070253589,0.0961193740368
1509044730173697817,0.131183490157
1509044730276161937,0.138907134533
1509044730382052161,0.162845402956
1509044730489051482,0.280730396509
1509044730591154430,0.285897403955
1509044730698452597,0.231870502234
1509044730802561325,0.0921903252602
1509044730905093582,0.176242887974
1509044731009721276,0.205652415752
1509044731115581832,0.0992587581277
1509044731219350784,0.0989847034216
1509044731327573178,0.10682977736
1509044731428549520,0.138466119766
1509044731533961558,0.0972442179918
1509044731643394676,0.102646023035
1509044731745696537,0.27020150423
1509044731852056179,0.273793131113
1509044731955319842,0.272214919329
1509044732060945777,0.451969474554
1509044732166911232,0.770100295544
1509044732269280290,1.2498601675
1509044732372445074,1.40150272846
1509044732479566981,1.8887130022
1509044732584151665,2.12698316574
1509044732687065790,2.19519066811
1509044732793632355,2.66786432266
1509044732898417379,2.98296713829
1509044733006220139,3.3108150959
1509044733106821165,3.32110500336
1509044733211468810,3.20900344849
1509044733317126978,3.04992961884
1509044733426802497,3.09192228317
1509044733530932150,3.49480271339
1509044733632352096,2.86136889458
1509044733738375693,3.1643435955
1509044733840435261,3.2377512455
1509044733948333985,3.44425463676
1509044734055477864,3.53423285484
1509044734156100895,3.17435455322
1509044734262533190,2.81078720093
1509044734366426421,3.28393507004
1509044734469909114,3.0686237812
1509044734575692355,2.89460754395
1509044734682198686,2.77745103836
1509044734789023907,2.70802688599
1509044734891783987,2.27664351463
1509044734998769985,2.37216591835
1509044735100384866,2.5388007164
1509044735209418213,2.45096421242
1509044735316210203,1.85366618633
1509044735414974759,1.8397539854
1509044735522663349,1.32264244556
1509044735623420046,1.17259764671
1509044735728175764,1.10429286957
1509044735834272313,0.942374408245
1509044735943311228,0.601707577705
1509044736043287025,0.671435177326
1509044736148075450,0.628351688385
1509044736254198479,0.529992520809
1509044736357202685,0.290145933628
1509044736462383106,0.31520524621
1509044736569499501,0.418862074614
1509044736672888249,0.439752936363
1509044736778179374,0.197628587484
1509044736882842551,0.19158115983
1509044736987824698,0.474675625563
1509044737092297226,0.672245264053
1509044737202768111,1.28714227676
1509044737304403298,1.70307946205
1509044737406648119,1.96003031731
1509044737513581609,2.4643907547
1509044737615382704,2.57638597488
