%time,field.header.seq,field.header.stamp,field.header.frame_id,field.level,field.name,field.msg,field.file,field.function,field.line,field.topics0
1509044739664023361,822,1509044739663908175,,2,/pure_pursuit,lateral accel = -0.882745,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,TwistStamped waypoint_follower::PurePursuit::outputTwist,339,/rosout,/twist_cmd
1509044739697278454,823,1509044739697180338,,2,/pure_pursuit,lookahead distance: 7.038889,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcLookaheadDistance,80,/rosout,/twist_cmd
1509044739697282209,824,1509044739697198072,,2,/pure_pursuit,kappa :-0.0902655,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcCurvature,100,/rosout,/twist_cmd
1509044739697285246,825,1509044739697205355,,2,/pure_pursuit,lateral accel = -0.882464,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,TwistStamped waypoint_follower::PurePursuit::outputTwist,339,/rosout,/twist_cmd
1509044739730645228,826,1509044739730530965,,2,/pure_pursuit,lookahead distance: 7.016667,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcLookaheadDistance,80,/rosout,/twist_cmd
1509044739730651905,827,1509044739730554575,,2,/pure_pursuit,kappa :-0.0966052,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcCurvature,100,/rosout,/twist_cmd
1509044739730654922,828,1509044739730567904,,2,/pure_pursuit,lateral accel = -0.941461,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,TwistStamped waypoint_follower::PurePursuit::outputTwist,339,/rosout,/twist_cmd
1509044739763991518,829,1509044739763850961,,2,/pure_pursuit,lookahead distance: 7.011111,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcLookaheadDistance,80,/rosout,/twist_cmd
1509044739763998293,830,1509044739763869403,,2,/pure_pursuit,kappa :-0.0966593,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcCurvature,100,/rosout,/twist_cmd
1509044739764000547,831,1509044739763878168,,2,/pure_pursuit,lateral accel = -0.941242,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,TwistStamped waypoint_follower::PurePursuit::outputTwist,339,/rosout,/twist_cmd
1509044739797264131,832,1509044739797187188,,2,/pure_pursuit,lookahead distance: 6.988889,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcLookaheadDistance,80,/rosout,/twist_cmd
1509044739797270619,833,1509044739797211312,,2,/pure_pursuit,kappa :-0.0968761,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcCurvature,100,/rosout,/twist_cmd
1509044739797273863,834,1509044739797223701,,2,/pure_pursuit,lateral accel = -0.940364,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,TwistStamped waypoint_follower::PurePursuit::outputTwist,339,/rosout,/twist_cmd
1509044739830691951,835,1509044739830547011,,2,/pure_pursuit,lookahead distance: 6.988889,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcLookaheadDistance,80,/rosout,/twist_cmd
1509044739830700031,836,1509044739830566199,,2,/pure_pursuit,kappa :-0.102704,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcCurvature,100,/rosout,/twist_cmd
1509044739830703605,837,1509044739830575204,,2,/pure_pursuit,lateral accel = -0.996936,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,TwistStamped waypoint_follower::PurePursuit::outputTwist,339,/rosout,/twist_cmd
1509044739863963616,838,1509044739863857914,,2,/pure_pursuit,lookahead distance: 6.977778,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcLookaheadDistance,80,/rosout,/twist_cmd
1509044739863969964,839,1509044739863878739,,2,/pure_pursuit,kappa :-0.10279,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcCurvature,100,/rosout,/twist_cmd
1509044739863972134,840,1509044739863887353,,2,/pure_pursuit,lateral accel = -0.996181,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,TwistStamped waypoint_follower::PurePursuit::outputTwist,339,/rosout,/twist_cmd
1509044739897290255,841,1509044739897178538,,2,/pure_pursuit,lookahead distance: 6.933333,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcLookaheadDistance,80,/rosout,/twist_cmd
1509044739897298422,842,1509044739897197286,,2,/pure_pursuit,kappa :-0.103133,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcCurvature,100,/rosout,/twist_cmd
1509044739897306148,843,1509044739897205998,,2,/pure_pursuit,lateral accel = -0.993138,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,TwistStamped waypoint_follower::PurePursuit::outputTwist,339,/rosout,/twist_cmd
1509044739930708777,844,1509044739930543485,,2,/pure_pursuit,lookahead distance: 6.900000,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcLookaheadDistance,80,/rosout,/twist_cmd
1509044739930713359,845,1509044739930565012,,2,/pure_pursuit,kappa :-0.109159,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcCurvature,100,/rosout,/twist_cmd
1509044739963984277,846,1509044739930575630,,2,/pure_pursuit,lateral accel = -1.046118,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,TwistStamped waypoint_follower::PurePursuit::outputTwist,339,/rosout,/twist_cmd
1509044739963992503,847,1509044739963897231,,2,/pure_pursuit,lookahead distance: 6.877778,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcLookaheadDistance,80,/rosout,/twist_cmd
1509044739963995611,848,1509044739963920674,,2,/pure_pursuit,kappa :-0.109383,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcCurvature,100,/rosout,/twist_cmd
1509044739963997817,849,1509044739963933541,,2,/pure_pursuit,lateral accel = -1.044886,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,TwistStamped waypoint_follower::PurePursuit::outputTwist,339,/rosout,/twist_cmd
1509044739997282804,850,1509044739997206722,,2,/pure_pursuit,lookahead distance: 6.822222,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcLookaheadDistance,80,/rosout,/twist_cmd
1509044739997287699,851,1509044739997224627,,2,/pure_pursuit,kappa :-0.109945,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcCurvature,100,/rosout,/twist_cmd
1509044739997289762,852,1509044739997233543,,2,/pure_pursuit,lateral accel = -1.041768,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,TwistStamped waypoint_follower::PurePursuit::outputTwist,339,/rosout,/twist_cmd
1509044740030643547,853,1509044740030512822,,2,/pure_pursuit,lookahead distance: 6.794445,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcLookaheadDistance,80,/rosout,/twist_cmd
1509044740030647596,854,1509044740030529017,,2,/pure_pursuit,kappa :-0.114409,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcCurvature,100,/rosout,/twist_cmd
1509044740030650498,855,1509044740030537822,,2,/pure_pursuit,lateral accel = -1.079658,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,TwistStamped waypoint_follower::PurePursuit::outputTwist,339,/rosout,/twist_cmd
1509044740063958331,856,1509044740063870096,,2,/pure_pursuit,lookahead distance: 6.755556,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcLookaheadDistance,80,/rosout,/twist_cmd
1509044740063962170,857,1509044740063892698,,2,/pure_pursuit,kappa :-0.114878,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcCurvature,100,/rosout,/twist_cmd
1509044740063964151,858,1509044740063904970,,2,/pure_pursuit,lateral accel = -1.077879,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,TwistStamped waypoint_follower::PurePursuit::outputTwist,339,/rosout,/twist_cmd
1509044740097324249,859,1509044740097203628,,2,/pure_pursuit,lookahead distance: 6.716667,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcLookaheadDistance,80,/rosout,/twist_cmd
1509044740097330962,860,1509044740097221781,,2,/pure_pursuit,kappa :-0.11535,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcCurvature,100,/rosout,/twist_cmd
1509044740097333669,861,1509044740097229023,,2,/pure_pursuit,lateral accel = -1.076078,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,TwistStamped waypoint_follower::PurePursuit::outputTwist,339,/rosout,/twist_cmd
1509044740130604026,862,1509044740130515824,,2,/pure_pursuit,lookahead distance: 6.705555,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcLookaheadDistance,80,/rosout,/twist_cmd
1509044740130608744,863,1509044740130537873,,2,/pure_pursuit,kappa :-0.115486,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcCurvature,100,/rosout,/twist_cmd
1509044740130610942,864,1509044740130549940,,2,/pure_pursuit,lateral accel = -1.075559,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,TwistStamped waypoint_follower::PurePursuit::outputTwist,339,/rosout,/twist_cmd
1509044740163948454,865,1509044740163860203,,2,/pure_pursuit,lookahead distance: 6.661111,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcLookaheadDistance,80,/rosout,/twist_cmd
1509044740163953152,866,1509044740163878378,,2,/pure_pursuit,kappa :-0.12067,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcCurvature,100,/rosout,/twist_cmd
1509044740163955848,867,1509044740163887125,,2,/pure_pursuit,lateral accel = -1.116389,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,TwistStamped waypoint_follower::PurePursuit::outputTwist,339,/rosout,/twist_cmd
1509044740197230485,868,1509044740197130991,,2,/pure_pursuit,lookahead distance: 6.627778,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcLookaheadDistance,80,/rosout,/twist_cmd
1509044740197235891,869,1509044740197148950,,2,/pure_pursuit,kappa :-0.121145,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcCurvature,100,/rosout,/twist_cmd
1509044740197361468,870,1509044740197155514,,2,/pure_pursuit,lateral accel = -1.115182,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,TwistStamped waypoint_follower::PurePursuit::outputTwist,339,/rosout,/twist_cmd
1509044740230687428,871,1509044740230517031,,2,/pure_pursuit,lookahead distance: 6.616667,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcLookaheadDistance,80,/rosout,/twist_cmd
1509044740230694969,872,1509044740230535528,,2,/pure_pursuit,kappa :-0.121305,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcCurvature,100,/rosout,/twist_cmd
1509044740263968337,873,1509044740230563817,,2,/pure_pursuit,lateral accel = -1.114777,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,TwistStamped waypoint_follower::PurePursuit::outputTwist,339,/rosout,/twist_cmd
1509044740263993894,874,1509044740263870753,,2,/pure_pursuit,lookahead distance: 6.572222,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcLookaheadDistance,80,/rosout,/twist_cmd
1509044740263998249,875,1509044740263896922,,2,/pure_pursuit,kappa :-0.124878,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcCurvature,100,/rosout,/twist_cmd
1509044740264015131,876,1509044740263910804,,2,/pure_pursuit,lateral accel = -1.139906,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,TwistStamped waypoint_follower::PurePursuit::outputTwist,339,/rosout,/twist_cmd
1509044740297270385,877,1509044740297197990,,2,/pure_pursuit,lookahead distance: 6.544445,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcLookaheadDistance,80,/rosout,/twist_cmd
1509044740297274702,878,1509044740297221696,,2,/pure_pursuit,kappa :-0.125326,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcCurvature,100,/rosout,/twist_cmd
1509044740297454566,879,1509044740297233366,,2,/pure_pursuit,lateral accel = -1.139161,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,TwistStamped waypoint_follower::PurePursuit::outputTwist,339,/rosout,/twist_cmd
1509044740330755661,880,1509044740330529546,,2,/pure_pursuit,lookahead distance: 6.527778,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcLookaheadDistance,80,/rosout,/twist_cmd
1509044740330762980,881,1509044740330557276,,2,/pure_pursuit,kappa :-0.125596,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcCurvature,100,/rosout,/twist_cmd
1509044740330765301,882,1509044740330571007,,2,/pure_pursuit,lateral accel = -1.138711,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,TwistStamped waypoint_follower::PurePursuit::outputTwist,339,/rosout,/twist_cmd
1509044740363952403,883,1509044740363855247,,2,/pure_pursuit,lookahead distance: 6.477778,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcLookaheadDistance,80,/rosout,/twist_cmd
1509044740364001938,884,1509044740363874431,,2,/pure_pursuit,kappa :-0.13152,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcCurvature,100,/rosout,/twist_cmd
1509044740364008819,885,1509044740363883848,,2,/pure_pursuit,lateral accel = -1.183286,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,TwistStamped waypoint_follower::PurePursuit::outputTwist,339,/rosout,/twist_cmd
1509044740397256434,886,1509044740397179683,,2,/pure_pursuit,lookahead distance: 6.455555,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcLookaheadDistance,80,/rosout,/twist_cmd
1509044740397302147,887,1509044740397203802,,2,/pure_pursuit,kappa :-0.131941,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcCurvature,100,/rosout,/twist_cmd
1509044740397304963,888,1509044740397215193,,2,/pure_pursuit,lateral accel = -1.183003,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,TwistStamped waypoint_follower::PurePursuit::outputTwist,339,/rosout,/twist_cmd
1509044740430604261,889,1509044740430513579,,2,/pure_pursuit,lookahead distance: 6.444445,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcLookaheadDistance,80,/rosout,/twist_cmd
1509044740430609375,890,1509044740430535797,,2,/pure_pursuit,kappa :-0.132153,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcCurvature,100,/rosout,/twist_cmd
1509044740430615746,891,1509044740430547420,,2,/pure_pursuit,lateral accel = -1.182861,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,TwistStamped waypoint_follower::PurePursuit::outputTwist,339,/rosout,/twist_cmd
1509044740463986821,892,1509044740463885139,,2,/pure_pursuit,lookahead distance: 6.411111,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcLookaheadDistance,80,/rosout,/twist_cmd
1509044740464040343,893,1509044740463919483,,2,/pure_pursuit,kappa :-0.138739,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcCurvature,100,/rosout,/twist_cmd
1509044740497257471,894,1509044740463933147,,2,/pure_pursuit,lateral accel = -1.235383,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,TwistStamped waypoint_follower::PurePursuit::outputTwist,339,/rosout,/twist_cmd
1509044740497262658,895,1509044740497180532,,2,/pure_pursuit,lookahead distance: 6.366667,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcLookaheadDistance,80,/rosout,/twist_cmd
1509044740497264713,896,1509044740497198705,,2,/pure_pursuit,kappa :-0.139559,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcCurvature,100,/rosout,/twist_cmd
1509044740530633849,897,1509044740497207017,,2,/pure_pursuit,lateral accel = -1.234077,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,TwistStamped waypoint_follower::PurePursuit::outputTwist,339,/rosout,/twist_cmd
1509044740530704836,898,1509044740530516072,,2,/pure_pursuit,lookahead distance: 6.350000,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcLookaheadDistance,80,/rosout,/twist_cmd
1509044740530709196,899,1509044740530534366,,2,/pure_pursuit,kappa :-0.13987,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcCurvature,100,/rosout,/twist_cmd
1509044740530723803,900,1509044740530542319,,2,/pure_pursuit,lateral accel = -1.233583,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,TwistStamped waypoint_follower::PurePursuit::outputTwist,339,/rosout,/twist_cmd
1509044740563970870,901,1509044740563861395,,2,/pure_pursuit,lookahead distance: 6.327778,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcLookaheadDistance,80,/rosout,/twist_cmd
1509044740563974609,902,1509044740563892688,,2,/pure_pursuit,kappa :-0.145989,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcCurvature,100,/rosout,/twist_cmd
1509044740563979099,903,1509044740563905358,,2,/pure_pursuit,lateral accel = -1.283051,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,TwistStamped waypoint_follower::PurePursuit::outputTwist,339,/rosout,/twist_cmd
1509044740566152468,0,1509044740565927542,,4,/image_proc,[image_transport] Topics '/image_mono' and '/camera_info' do not appear to be synchronized. In the last 10s:
	Image messages received:      150
	CameraInfo messages received: 98
	Synchronized pairs:           0,/tmp/binarydeb/ros-indigo-image-transport-1.11.12/src/camera_subscriber.cpp,CameraSubscriber::Impl::checkImagesSynchronized,86,/rosout,/image_proc_debayer/parameter_descriptions,/image_proc_debayer/parameter_updates,/image_mono/compressedDepth,/image_mono/compressedDepth/parameter_descriptions,/image_mono/compressedDepth/parameter_updates,/image_mono/compressed,/image_mono/compressed/parameter_descriptions,/image_mono/compressed/parameter_updates,/image_mono,/image_mono/theora,/image_mono/theora/parameter_descriptions,/image_mono/theora/parameter_updates,/image_color/compressedDepth,/image_color/compressedDepth/parameter_descriptions,/image_color/compressedDepth/parameter_updates,/image_color/compressed,/image_color/compressed/parameter_descriptions,/image_color/compressed/parameter_updates,/image_color,/image_color/theora,/image_color/theora/parameter_descriptions,/image_color/theora/parameter_updates,/image_proc_rectify_mono/parameter_descriptions,/image_proc_rectify_mono/parameter_updates,/image_rect/compressedDepth,/image_rect/compressedDepth/parameter_descriptions,/image_rect/compressedDepth/parameter_updates,/image_rect/compressed,/image_rect/compressed/parameter_descriptions,/image_rect/compressed/parameter_updates,/image_rect,/image_rect/theora,/image_rect/theora/parameter_descriptions,/image_rect/theora/parameter_updates,/image_proc_rectify_color/parameter_descriptions,/image_proc_rectify_color/parameter_updates,/image_rect_color/compressedDepth,/image_rect_color/compressedDepth/parameter_descriptions,/image_rect_color/compressedDepth/parameter_updates,/image_rect_color/compressed,/image_rect_color/compressed/parameter_descriptions,/image_rect_color/compressed/parameter_updates,/image_rect_color,/image_rect_color/theora,/image_rect_color/theora/parameter_descriptions,/image_rect_color/theora/parameter_updates
1509044740597317815,904,1509044740597193165,,2,/pure_pursuit,lookahead distance: 6.311111,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcLookaheadDistance,80,/rosout,/twist_cmd
1509044740597322586,905,1509044740597219609,,2,/pure_pursuit,kappa :-0.146346,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcCurvature,100,/rosout,/twist_cmd
1509044740597328201,906,1509044740597232289,,2,/pure_pursuit,lateral accel = -1.282796,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,TwistStamped waypoint_follower::PurePursuit::outputTwist,339,/rosout,/twist_cmd
1509044740630608862,907,1509044740630522706,,2,/pure_pursuit,lookahead distance: 6.300000,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcLookaheadDistance,80,/rosout,/twist_cmd
1509044740630616443,908,1509044740630544198,,2,/pure_pursuit,kappa :-0.146585,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcCurvature,100,/rosout,/twist_cmd
1509044740630619888,909,1509044740630553124,,2,/pure_pursuit,lateral accel = -1.282625,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,TwistStamped waypoint_follower::PurePursuit::outputTwist,339,/rosout,/twist_cmd
1509044740663962375,910,1509044740663856961,,2,/pure_pursuit,lookahead distance: 6.250000,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcLookaheadDistance,80,/rosout,/twist_cmd
1509044740663968986,911,1509044740663875887,,2,/pure_pursuit,kappa :-0.152341,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,PurePursuit::calcCurvature,100,/rosout,/twist_cmd
1509044740663971092,912,1509044740663884276,,2,/pure_pursuit,lateral accel = -1.322414,/home/udacity/Git/carnd_cap_autogradr/submissions/810991/ros/src/waypoint_follower/src/pure_pursuit_core.cpp,TwistStamped waypoint_follower::PurePursuit::outputTwist,339,/rosout,/twist_cmd
1509044740675241746,1,1509044740675135060,,4,/image_proc,[image_transport] Topics '/image_color' and '/camera_info' do not appear to be synchronized. In the last 10s:
	Image messages received:      150
	CameraInfo messages received: 99
