%time,field.header.seq,field.header.stamp,field.header.frame_id,field.state.gear,field.cmd.gear,field.reject.value,field.override,field.fault_bus
1509044731696837204,55628,1509044731696680365,,4,0,0,0,0
1509044731747191232,55629,1509044731747028629,,4,0,0,0,0
1509044731797164425,55630,1509044731797033167,,4,0,0,0,0
1509044731850078248,55631,1509044731849842742,,4,0,0,0,0
1509044731897272040,55632,1509044731897069384,,4,0,0,0,0
1509044731948603697,55633,1509044731947647715,,4,0,0,0,0
1509044731997750002,55634,1509044731997638827,,4,0,0,0,0
1509044732047793410,55635,1509044732047657118,,4,0,0,0,0
1509044732097861605,55636,1509044732097687293,,4,0,0,0,0
1509044732147795385,55637,1509044732147664939,,4,0,0,0,0
1509044732197812217,55638,1509044732197668338,,4,0,0,0,0
1509044732247803382,55639,1509044732247684025,,4,0,0,0,0
1509044732297837059,55640,1509044732297690569,,4,0,0,0,0
1509044732348229234,55641,1509044732348111943,,4,0,0,0,0
1509044732398221199,55642,1509044732398111100,,4,0,0,0,0
1509044732448252968,55643,1509044732448124651,,4,0,0,0,0
1509044732498249461,55644,1509044732498127665,,4,0,0,0,0
1509044732548373772,55645,1509044732548186203,,4,0,0,0,0
1509044732598934196,55646,1509044732598744234,,4,0,0,0,0
1509044732648896065,55647,1509044732648758567,,4,0,0,0,0
1509044732698901238,55648,1509044732698770089,,4,0,0,0,0
1509044732748907524,55649,1509044732748800073,,4,0,0,0,0
1509044732798883714,55650,1509044732798768099,,4,0,0,0,0
1509044732849048756,55651,1509044732848783615,,4,0,0,0,0
1509044732899248612,55652,1509044732898760639,,4,0,0,0,0
1509044732949477204,55653,1509044732949244309,,4,0,0,0,0
1509044732999435313,55654,1509044732999220365,,4,0,0,0,0
1509044733049440364,55655,1509044733049255245,,4,0,0,0,0
1509044733100000476,55656,1509044733099207951,,4,0,0,0,0
1509044733149336574,55657,1509044733149211164,,4,0,0,0,0
1509044733199310713,55658,1509044733199221202,,4,0,0,0,0
1509044733249947383,55659,1509044733249816125,,4,0,0,0,0
1509044733300033825,55660,1509044733299895583,,4,0,0,0,0
1509044733350088452,55661,1509044733349844182,,4,0,0,0,0
1509044733400103739,55662,1509044733400008574,,4,0,0,0,0
1509044733450072926,55663,1509044733449845858,,4,0,0,0,0
1509044733500026919,55664,1509044733499932577,,4,0,0,0,0
1509044733550167696,55665,1509044733549878398,,4,0,0,0,0
1509044733600044672,55666,1509044733599955116,,4,0,0,0,0
1509044733650395454,55667,1509044733650281514,,4,0,0,0,0
1509044733700397143,55668,1509044733700307841,,4,0,0,0,0
1509044733750494268,55669,1509044733750377864,,4,0,0,0,0
1509044733800396088,55670,1509044733800296885,,4,0,0,0,0
1509044733850476299,55671,1509044733850386197,,4,0,0,0,0
1509044733901058671,55672,1509044733900918897,,4,0,0,0,0
1509044733951083336,55673,1509044733950898862,,4,0,0,0,0
1509044734001016886,55674,1509044734000907360,,4,0,0,0,0
1509044734053514874,55675,1509044734050914663,,4,0,0,0,0
1509044734101020143,55676,1509044734100918559,,4,0,0,0,0
1509044734151032772,55677,1509044734150927478,,4,0,0,0,0
1509044734201443537,55678,1509044734201352220,,4,0,0,0,0
1509044734251452751,55679,1509044734251358952,,4,0,0,0,0
1509044734301489529,55680,1509044734301367732,,4,0,0,0,0
1509044734352048163,55681,1509044734351951203,,4,0,0,0,0
1509044734401491458,55682,1509044734401379560,,4,0,0,0,0
1509044734452076569,55683,1509044734451963630,,4,0,0,0,0
1509044734502080310,55684,1509044734501976416,,4,0,0,0,0
1509044734552128068,55685,1509044734552005691,,4,0,0,0,0
1509044734602074988,55686,1509044734601988182,,4,0,0,0,0
1509044734652428068,55687,1509044734651990415,,4,0,0,0,0
1509044734702108169,55688,1509044734702000688,,4,0,0,0,0
1509044734752164096,55689,1509044734752008079,,4,0,0,0,0
1509044734802145944,55690,1509044734802022458,,4,0,0,0,0
1509044734852162668,55691,1509044734852021577,,4,0,0,0,0
1509044734902642462,55692,1509044734902471288,,4,0,0,0,0
1509044734952658122,55693,1509044734952534465,,4,0,0,0,0
1509044735002772239,55694,1509044735002493076,,4,0,0,0,0
1509044735052648025,55695,1509044735052550094,,4,0,0,0,0
1509044735102570350,55696,1509044735102473979,,4,0,0,0,0
1509044735152670380,55697,1509044735152562743,,4,0,0,0,0
1509044735203275943,55698,1509044735203071665,,4,0,0,0,0
1509044735253298446,55699,1509044735253098839,,4,0,0,0,0
1509044735303326117,55700,1509044735303089576,,4,0,0,0,0
1509044735353299279,55701,1509044735353110852,,4,0,0,0,0
1509044735403336005,55702,1509044735403176866,,4,0,0,0,0
1509044735453209977,55703,1509044735453101025,,4,0,0,0,0
1509044735503738887,55704,1509044735503643917,,4,0,0,0,0
1509044735553694554,55705,1509044735553565859,,4,0,0,0,0
1509044735603691362,55706,1509044735603563863,,4,0,0,0,0
1509044735653635482,55707,1509044735653547374,,4,0,0,0,0
1509044735703663717,55708,1509044735703554099,,4,0,0,0,0
1509044735753767233,55709,1509044735753569181,,4,0,0,0,0
1509044735803788273,55710,1509044735803709234,,4,0,0,0,0
1509044735854285407,55711,1509044735854153776,,4,0,0,0,0
1509044735904307368,55712,1509044735904203571,,4,0,0,0,0
1509044735954389336,55713,1509044735954192622,,4,0,0,0,0
1509044736004345173,55714,1509044736004200274,,4,0,0,0,0
1509044736054366152,55715,1509044736054184945,,4,0,0,0,0
1509044736104379643,55716,1509044736104235189,,4,0,0,0,0
1509044736154416604,55717,1509044736154244902,,4,0,0,0,0
1509044736204838538,55718,1509044736204653526,,4,0,0,0,0
1509044736254774573,55719,1509044736254632662,,4,0,0,0,0
1509044736304773267,55720,1509044736304643497,,4,0,0,0,0
1509044736354837097,55721,1509044736354697252,,4,0,0,0,0
1509044736404771538,55722,1509044736404653678,,4,0,0,0,0
1509044736455375873,55723,1509044736455238364,,4,0,0,0,0
1509044736505500904,55724,1509044736505241778,,4,0,0,0,0
1509044736555453438,55725,1509044736555256028,,4,0,0,0,0
1509044736605463423,55726,1509044736605280046,,4,0,0,0,0
1509044736655422698,55727,1509044736655275513,,4,0,0,0,0
1509044736705395277,55728,1509044736705289344,,4,0,0,0,0
1509044736755457422,55729,1509044736755311141,,4,0,0,0,0
1509044736805398778,55730,1509044736805282277,,4,0,0,0,0
1509044736855931127,55731,1509044736855850515,,4,0,0,0,0
1509044736905795996,55732,1509044736905712111,,4,0,0,0,0
1509044736955867469,55733,1509044736955800856,,4,0,0,0,0
1509044737005832026,55734,1509044737005725725,,4,0,0,0,0
1509044737055989789,55735,1509044737055845573,,4,0,0,0,0
1509044737106492837,55736,1509044737106347920,,4,0,0,0,0
1509044737156464762,55737,1509044737156351899,,4,0,0,0,0
1509044737206476647,55738,1509044737206337505,,4,0,0,0,0
1509044737256451791,55739,1509044737256339365,,4,0,0,0,0
1509044737306434174,55740,1509044737306348817,,4,0,0,0,0
1509044737356528724,55741,1509044737356350912,,4,0,0,0,0
1509044737406592401,55742,1509044737406367125,,4,0,0,0,0
