%time,field.doubles0.name,field.doubles0.value,field.doubles1.name,field.doubles1.value,field.doubles2.name,field.doubles2.value,field.doubles3.name,field.doubles3.value,field.groups0.name,field.groups0.state,field.groups0.id,field.groups0.parent
1509044729605546364,min_range,0.4,max_range,130.0,view_direction,0.0,view_width,6.28318530718,Default,1,0,0
